2025-11-01 21:08:40.875 [MultiAppScheduler_Worker-15] INFO  c.t.scheduler.job.GenericJob - Executing job 'payment-job-6' for app 'payment_gateway' with entity ID: 0c870bd0-0a13-4aa9-9ff6-8907cabf9948
2025-11-01 21:08:40.876 [MultiAppScheduler_Worker-15] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'payment-transactions': 7 fields
2025-11-01 21:08:40.876 [MultiAppScheduler_Worker-15] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'payment-job-6' for app 'payment_gateway' produced to queue 'payment-transactions' successfully in 1 ms
2025-11-01 21:08:41.869 [pool-1-thread-2] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sms' with ID 'edbb08be-c751-4b89-9acd-74f8a5124880' to execute at 2025-11-01T21:08:51.857359729
2025-11-01 21:08:41.869 [pool-1-thread-2] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📱 Scheduled SMS job #18 to execute at 2025-11-01 21:08:51
2025-11-01 21:08:41.879 [MultiAppScheduler_Worker-16] INFO  c.t.scheduler.job.GenericJob - Executing job 'sms-job-16' for app 'sms' with entity ID: 7a83dfc4-0c74-4cd1-96d6-1c015446b458
2025-11-01 21:08:41.880 [MultiAppScheduler_Worker-16] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sms-notifications': 7 fields
2025-11-01 21:08:41.880 [MultiAppScheduler_Worker-16] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sms-job-16' for app 'sms' produced to queue 'sms-notifications' successfully in 0 ms
2025-11-01 21:08:42.226 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sipcall'
2025-11-01 21:08:42.252 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sipcall-job-11' for app 'sipcall' to execute at 2025-11-01T21:08:53.858668
2025-11-01 21:08:42.404 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sms'
2025-11-01 21:08:42.433 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sms-job-18' for app 'sms' to execute at 2025-11-01T21:08:51.857360
2025-11-01 21:08:44.863 [pool-1-thread-1] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'payment_gateway' with ID '39a4274e-cfa4-46c9-b9c8-17bece3de78f' to execute at 2025-11-01T21:09:04.859034066
2025-11-01 21:08:44.863 [pool-1-thread-1] INFO  c.t.s.e.MultiAppSchedulerWithUI - 💳 Scheduled Payment job #8 to execute at 2025-11-01 21:09:04
2025-11-01 21:08:45.876 [MultiAppScheduler_Worker-17] INFO  c.t.scheduler.job.GenericJob - Executing job 'sipcall-job-10' for app 'sipcall' with entity ID: e1d24119-84a7-4f59-a7c0-d8a3214c3c59
2025-11-01 21:08:45.877 [MultiAppScheduler_Worker-17] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sipcall-queue': 7 fields
2025-11-01 21:08:45.877 [MultiAppScheduler_Worker-17] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sipcall-job-10' for app 'sipcall' produced to queue 'sipcall-queue' successfully in 1 ms
2025-11-01 21:08:46.869 [pool-1-thread-3] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sms' with ID '8bdcb574-e9d5-40c9-b3e8-bda1e9f8afc4' to execute at 2025-11-01T21:08:56.857411566
2025-11-01 21:08:46.870 [pool-1-thread-3] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📱 Scheduled SMS job #19 to execute at 2025-11-01 21:08:56
2025-11-01 21:08:46.872 [pool-1-thread-2] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sipcall' with ID '09c496ac-f01f-484d-ab41-896d2ba13859' to execute at 2025-11-01T21:09:01.858679383
2025-11-01 21:08:46.872 [pool-1-thread-2] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📞 Scheduled SIP Call job #12 to execute at 2025-11-01 21:09:01
2025-11-01 21:08:46.877 [MultiAppScheduler_Worker-18] INFO  c.t.scheduler.job.GenericJob - Executing job 'sms-job-17' for app 'sms' with entity ID: 25506ee5-3b5b-4deb-9db3-0bdd70b35c27
2025-11-01 21:08:46.877 [MultiAppScheduler_Worker-18] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sms-notifications': 7 fields
2025-11-01 21:08:46.877 [MultiAppScheduler_Worker-18] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sms-job-17' for app 'sms' produced to queue 'sms-notifications' successfully in 0 ms
2025-11-01 21:08:47.134 [fetcher-payment_gateway] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'payment_gateway'
2025-11-01 21:08:47.178 [fetcher-payment_gateway] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'payment-job-8' for app 'payment_gateway' to execute at 2025-11-01T21:09:04.859034
2025-11-01 21:08:47.255 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sipcall'
2025-11-01 21:08:47.275 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sipcall-job-12' for app 'sipcall' to execute at 2025-11-01T21:09:01.858679
2025-11-01 21:08:47.437 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sms'
2025-11-01 21:08:47.467 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sms-job-19' for app 'sms' to execute at 2025-11-01T21:08:56.857412
2025-11-01 21:08:51.870 [pool-1-thread-3] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sms' with ID 'cc4ff2c6-e490-4152-ada5-2d79c6c9b9de' to execute at 2025-11-01T21:09:01.857423802
2025-11-01 21:08:51.870 [pool-1-thread-3] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📱 Scheduled SMS job #20 to execute at 2025-11-01 21:09:01
2025-11-01 21:08:51.880 [MultiAppScheduler_Worker-19] INFO  c.t.scheduler.job.GenericJob - Executing job 'sms-job-18' for app 'sms' with entity ID: edbb08be-c751-4b89-9acd-74f8a5124880
2025-11-01 21:08:51.881 [MultiAppScheduler_Worker-19] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sms-notifications': 7 fields
2025-11-01 21:08:51.881 [MultiAppScheduler_Worker-19] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sms-job-18' for app 'sms' produced to queue 'sms-notifications' successfully in 1 ms
2025-11-01 21:08:52.471 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sms'
2025-11-01 21:08:52.501 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sms-job-20' for app 'sms' to execute at 2025-11-01T21:09:01.857424
2025-11-01 21:08:52.883 [MultiAppScheduler_Worker-20] INFO  c.t.scheduler.job.GenericJob - Executing job 'payment-job-7' for app 'payment_gateway' with entity ID: 91d707e3-d9e7-48fc-b016-9a8552e17e8d
2025-11-01 21:08:52.884 [MultiAppScheduler_Worker-20] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'payment-transactions': 7 fields
2025-11-01 21:08:52.884 [MultiAppScheduler_Worker-20] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'payment-job-7' for app 'payment_gateway' produced to queue 'payment-transactions' successfully in 0 ms
2025-11-01 21:08:53.879 [MultiAppScheduler_Worker-1] INFO  c.t.scheduler.job.GenericJob - Executing job 'sipcall-job-11' for app 'sipcall' with entity ID: e34cfaec-4b30-44f8-81fd-dc3e52d2f387
2025-11-01 21:08:53.879 [MultiAppScheduler_Worker-1] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sipcall-queue': 7 fields
2025-11-01 21:08:53.879 [MultiAppScheduler_Worker-1] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sipcall-job-11' for app 'sipcall' produced to queue 'sipcall-queue' successfully in 0 ms
2025-11-01 21:08:54.871 [pool-1-thread-1] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sipcall' with ID '881a01f5-b7a5-41b5-912c-6a3f466a440a' to execute at 2025-11-01T21:09:09.858823716
2025-11-01 21:08:54.872 [pool-1-thread-1] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📞 Scheduled SIP Call job #13 to execute at 2025-11-01 21:09:09
2025-11-01 21:08:56.614 [Thread-6] INFO  c.t.s.e.MultiAppSchedulerWithUI - Shutting down...
2025-11-01 21:08:56.614 [fetcher-payment_gateway] INFO  c.t.scheduler.InfiniteAppScheduler - Fetcher thread interrupted for app 'payment_gateway'
2025-11-01 21:08:56.615 [fetcher-payment_gateway] INFO  c.t.scheduler.InfiniteAppScheduler - Fetcher thread stopped for app 'payment_gateway'
2025-11-01 21:08:56.615 [Thread-6] INFO  c.t.scheduler.InfiniteAppScheduler - Stopped scheduler for app 'payment_gateway'
2025-11-01 21:08:56.615 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Fetcher thread interrupted for app 'sms'
2025-11-01 21:08:56.615 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Fetcher thread stopped for app 'sms'
2025-11-01 21:08:56.615 [Thread-6] INFO  c.t.scheduler.InfiniteAppScheduler - Stopped scheduler for app 'sms'
2025-11-01 21:08:56.615 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Fetcher thread interrupted for app 'sipcall'
2025-11-01 21:08:56.615 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Fetcher thread stopped for app 'sipcall'
2025-11-01 21:08:56.615 [Thread-6] INFO  c.t.scheduler.InfiniteAppScheduler - Stopped scheduler for app 'sipcall'
2025-11-01 21:08:56.615 [Thread-6] INFO  c.t.scheduler.QuartzCleanupService - Stopping Quartz cleanup service...
2025-11-01 21:08:56.615 [Thread-6] INFO  c.t.scheduler.QuartzCleanupService - Quartz cleanup service stopped
2025-11-01 21:08:56.615 [quartz-cleanup] INFO  c.t.scheduler.QuartzCleanupService - Cleanup thread interrupted
2025-11-01 21:08:56.615 [quartz-cleanup] INFO  c.t.scheduler.QuartzCleanupService - Quartz cleanup thread stopped
2025-11-01 21:08:56.921 [Thread-6] INFO  c.t.s.MultiAppSchedulerManager - Stopped shared Quartz scheduler
2025-11-01 21:08:56.921 [Thread-6] INFO  c.t.s.MultiAppSchedulerManager - Stopped all schedulers
2025-11-01 21:08:56.921 [Thread-6] INFO  io.javalin.Javalin - Stopping Javalin ...
2025-11-01 21:08:56.922 [Thread-6] INFO  org.eclipse.jetty.server.Server - Stopped Server@16a9a4f1{STOPPING}[11.0.17,sto=0]
2025-11-01 21:08:56.925 [Thread-6] INFO  o.e.jetty.server.AbstractConnector - Stopped ServerConnector@8c46918{HTTP/1.1, (http/1.1)}{0.0.0.0:7072}
2025-11-01 21:08:56.927 [Thread-6] INFO  o.e.j.server.handler.ContextHandler - Stopped i.j.j.@5b4d25e7{/,null,STOPPED}
2025-11-01 21:08:56.928 [Thread-6] INFO  io.javalin.Javalin - Javalin has stopped
2025-11-01 21:08:56.928 [Thread-6] INFO  c.t.scheduler.web.JobStatusApi - Job Status API stopped
2025-11-01 21:08:56.928 [Thread-6] INFO  c.t.s.e.MultiAppSchedulerWithUI - Shutdown complete
